Class,H3K27ac,H3K4me1,H3K4me3,H3K9me3,Brd4,Cdk8,Cdk9,Med12,p300,CBP,Pol2,Lsd1,Brg1,Smc1,Nipbl,Mi2b,CHD7,HDAC2,HDAC,DNaseI,Oct4,Sox2,Nanog,Smad3,Stat3,Tcf3,Esrrb,Klf4,Prdm14,Tcfcp2I1,Nr5a2,AT_content,GC_content,phastCons,phastConsP,repeat_fraction,length
SE,2.995292,0.520022,0.930151,0.062073,4.811066,4.068853,2.202232,5.102234,5.336034,5.857481,5.788419,3.22755,1.512,0.832565,0.958434,1.585751,2.125556,1.849325,0.906122,5.058567,3.950499,4.755777,5.363362,3.030805,0.590756,2.064959,4.070636,1.440347,2.614963,0.852486,1.001511,0.535988,0.470588,0.152884,0.115966,0.721753,1157.691406
SE,1.518298,0.63147,0.261064,0.038843,1.081539,1.313726,0.954018,1.674635,0.965071,2.474396,0.277895,1.389038,0.717235,0.427068,0.232101,0.522505,0.710404,0.851166,0.567086,1.023197,0.773676,0.699491,2.346948,0.777648,0.275137,0.155803,1.988244,0.580911,1.393388,0.81576,0.028668,0.511557,0.444779,0.107391,0.09025,0.29507,630.840707
SE,1.259602,0.67727,0.793335,0.048195,3.183825,2.200557,1.447389,2.532112,2.163063,3.040428,1.734004,1.722601,0.715117,0.9603,0.659455,1.417247,2.285391,1.341132,0.526141,1.130659,1.209349,1.222793,2.549345,1.437743,0.226005,6.172947,0.438933,1.189083,3.090884,0.383496,0.238736,0.535339,0.48604,0.156507,0.131447,0.023798,814.632637
SE,2.107117,1.308765,1.442896,0.002298,4.327889,4.155368,1.141336,3.705815,4.70742,2.317209,2.488284,1.726428,1.260146,0.660825,0.45161,1.150638,1.81168,0.552209,0.713939,1.736878,2.65717,2.595075,2.919204,2.261945,1.090451,1.742199,0.135545,0.068815,2.271468,0.159666,0.588376,0.523499,0.473743,0.162626,0.179406,0.052632,1418.633586
SE,1.241821,1.308675,0.258043,0.000056,2.574917,2.17395,1.842429,4.163422,8.506972,4.186347,1.324162,1.894956,1.159221,0.719325,0.608379,1.123432,1.71167,1.495574,0.629346,2.975153,2.649687,2.389285,2.759392,1.792835,0.219119,1.641552,0.751655,1.309596,3.67542,0.126945,0.333891,0.515442,0.484971,0.172732,0.274945,0.617471,649.555585
SE,2.781831,1.142061,0.443257,0.65902,9.053568,3.145788,1.727185,8.144878,1.930228,4.336987,2.740904,1.692786,0.944005,0.483814,0.680974,1.214985,1.429755,0.481725,0.172852,2.492297,1.537277,2.574428,5.128389,1.480468,1.136051,0.795069,2.55518,1.809863,5.462265,0.680853,0.748185,0.529508,0.468361,0.059833,0.050446,0.574013,989.489975
SE,1.752294,1.456718,0.377969,0,0.886319,0.406772,0.580577,1.134678,0.91887,0.222721,0.1324,0.915862,0.145791,0.478257,0.272332,1.092316,0.349783,0.816392,0.711292,0.316073,0.623468,0.906502,1.203829,0.289559,0.239757,0.665259,0.342046,0.168937,1.072491,0.23046,1.359616,0.497029,0.50345,0.029362,0.027975,0.425754,591.006446
SE,2.257519,0.321438,0.575002,0,2.390412,1.173463,2.034957,1.490822,2.427473,2.281461,0.190848,1.222945,0.85837,0.433365,0.592919,1.032,1.333417,0.74274,0.870086,3.981933,1.19502,1.187567,1.235436,1.206977,0.175305,0.216886,1.543406,0.686484,1.871586,1.502921,0.660391,0.56354,0.450044,0.080831,0.068294,0.569724,1237.784948
SE,2.419244,0.781066,0.779817,0.028851,2.67238,1.97267,1.811854,2.353157,2.060185,2.354538,1.295149,1.616014,1.129149,0.527494,0.582577,1.337446,2.33038,1.048194,0.777472,1.936107,2.066326,1.201166,1.293568,3.062175,0.266602,1.001045,2.870563,0.356146,4.199665,0.357969,0.158781,0.511623,0.455817,0.172394,0.221352,0.279859,1393.986092
SE,0.771386,0.742677,0.729396,0.022532,1.151674,2.170251,0.791837,3.053452,1.636637,2.447706,0.549729,2.037673,0.87747,0.508203,0.448062,0.476674,0.706813,1.200706,0.544496,0.647426,1.144185,1.616079,2.522485,1.400231,0.217507,0.792092,4.638574,1.333267,2.265552,8.340329,0.635226,0.564445,0.452504,0.223532,0.190151,0.246104,855.733521
SE,2.584335,0.751387,0.77526,0.082418,3.030094,1.945779,1.729548,3.339689,8.454083,2.502687,1.942936,2.622674,1.430566,0.728107,0.808538,1.047195,1.356833,2.366105,0.735564,1.260755,1.377609,1.076868,1.10624,1.932982,0.189252,0.414065,1.483688,0.900429,4.110623,2.015609,0.420361,0.487474,0.505028,0.092154,0.131253,0.265476,1197.196521
SE,2.903694,1.330551,0.428241,0,4.7153,2.720794,2.049187,2.951918,3.482808,2.752475,3.334652,2.4385,0.798183,0.384216,0.753657,1.48733,1.39408,1.181033,0.793715,1.397076,1.986627,1.950613,2.145763,2.834105,1.250473,1.284054,1.953557,0.436314,1.296639,4.035087,0.524423,0.539678,0.47143,0.129725,0.102089,0.465858,1070.745714
SE,1.527577,0.649615,0.812838,0.069237,0.996411,0.509195,1.045741,0.759605,1.210673,0.841516,0.081392,1.282157,0.203608,0.340797,0.225332,1.089606,1.639833,0.55732,0.234598,0.482013,1.122507,0.541074,0.373734,0.531232,0.183916,0.828075,0.119015,0.331443,0.619332,0.393207,0,0.502812,0.497915,0.581018,0.591603,0.010301,520.625794
SE,3.357373,0.754785,0.101109,0,1.394432,1.341996,1.090741,1.589745,3.973934,1.582107,1.063208,1.501365,0.785142,0.332934,0.325459,0.495678,0.831352,0.904234,0.279374,1.145878,0.733173,0.568571,0.645959,0.697932,0.081263,0.532491,2.894185,0.734737,1.32269,1.494311,0.548148,0.466452,0.541723,0.186437,0.120328,0.215138,948.800296
SE,2.289262,1.198698,0.356196,0.091571,4.798985,1.902007,1.191516,1.978496,6.124822,3.835669,2.337836,1.498933,0.81249,0.580639,0.511611,0.88936,1.633563,0.448272,0.599722,2.019633,0.86485,0.789065,0.667448,1.636458,0.02902,0.57822,0.333051,0.342443,1.180356,0.534607,0.103251,0.493864,0.499426,0.113852,0.12314,0.206,829.339965
SE,1.141911,0.93163,0.061733,0,0.54815,1.395943,1.030084,1.722722,0.897262,2.3425,0.421728,1.589756,0.204841,0.141597,0.35374,0.95814,1.283304,0.722347,0.423425,0.427623,1.419821,0.838328,1.153996,0.718935,0.070192,0.307658,1.219466,1.164292,4.167603,1.564304,0.304777,0.558591,0.459617,0.150716,0.055484,0.517004,492.563217
SE,1.248636,1.683819,0.391289,0.068186,2.122215,1.83506,1.59313,2.097938,1.671288,1.445494,0.450128,1.625821,0.540696,0.389786,0.586831,0.994026,1.157026,1.236963,0.642166,0.531372,1.197583,1.215796,1.920977,1.345466,0.178635,0.632878,2.261554,0.535752,2.076736,0.369779,0.118059,0.540267,0.457169,0.155372,0.059417,0.113238,819.569676
SE,0.676185,1.833847,0.337067,0,2.001305,1.500533,1.022546,0.636985,0.971873,0.466481,0.625859,1.079431,0.460206,0.480009,0.432868,0.812447,1.282949,0.789794,0.294069,0.889382,1.139705,0.615511,1.796051,0.981831,0.491767,0.668742,0.094362,0.290397,2.768177,0.624819,0.167275,0.543073,0.432153,0.19335,0.193962,0.023597,927.500451
SE,2.898492,0.220518,0.184449,0,2.988647,2.063935,1.315806,4.407865,6.793737,2.960388,1.227054,2.109624,1.107461,1.039784,0.557685,1.187608,1.824957,1.08708,0.888117,3.513422,2.964939,0.728311,1.402646,2.606409,0.801657,1.148233,4.965202,1.484545,25.4285,1.199883,0.222179,0.505356,0.501164,0.046193,0.067199,0.115091,1199.392334
SE,1.104262,1.445988,0.282852,0.156145,0.935769,0.304959,0.250977,0.275346,0.347104,1.082005,0.112461,0.669571,0.116261,0.030294,0.043708,0.71593,0.371812,0.28571,0.255688,0.264397,0.534591,0.713833,0.934555,0.843786,0.096463,0.200448,0.772499,0.022893,0.544578,0.018704,0.139936,0.534464,0.458091,0.072781,0.062156,0.324793,777.758223
SE,1.384977,0.749679,0.916239,0,3.279312,3.577978,2.41303,3.100655,7.249572,4.138526,0.463212,2.118177,0.469159,0.62333,0.777699,1.490249,1.379281,1.286135,0.839038,1.486869,3.529937,1.549226,1.958137,2.672623,0.045098,0.798829,1.14089,1.047008,2.710841,2.01261,0.0796,0.543937,0.464759,0.401319,0.345242,0.027809,1021.173912
SE,4.180612,1.067836,0.516894,0,3.766811,2.856652,1.655094,4.97007,5.063672,5.375617,1.231686,3.816569,1.683681,1.29404,1.530889,1.46824,1.280865,0.585971,0.312656,3.615927,2.627081,1.517129,2.09797,4.3275,0.166397,5.143514,6.847988,3.191264,8.657096,2.488062,1.023276,0.471198,0.520963,0.230204,0.309394,0.212757,1113.973299
SE,1.518896,0.633621,0.171799,0.11272,2.167446,1.707902,1.687458,2.485951,2.377815,2.707226,1.079858,2.671266,0.948929,0.488823,0.428328,1.155738,1.857583,0.801436,0.167606,1.315165,2.317093,1.470925,1.912078,0.440563,0.163436,0.89363,1.518427,1.321351,2.001382,0.723682,0.865307,0.499139,0.486004,0.269594,0.141142,0.24646,960.269005
SE,0.588328,1.022312,1.191454,0.118029,1.197023,0.704107,0.872431,0.629299,1.906373,0.570495,3.375714,1.192798,0.32854,0.459968,0.375491,0.652446,0.91099,0.575847,0.304093,0.808894,1.077254,0.719859,2.459316,1.164983,0.137751,1.554626,1.129759,0.105065,5.713915,0.181101,0.147725,0.521284,0.431714,0.179682,0.33038,0.0247,633.650312
SE,0.611125,0.649789,0.335509,0.307888,1.172884,1.158558,0.415303,0.746113,0.469023,0.219117,0.052709,0.827516,0.262364,0.313059,0.081403,0.393604,0.982214,0.693612,0.151592,0.225328,1.102636,0.71866,2.139184,0.358344,0.011451,0.294709,0.012889,0.029259,1.143685,0.057571,0.049989,0.53374,0.423467,0.147105,0.276849,0.126274,565.044302
SE,0.594469,1.534683,0.139886,0,3.469889,2.566192,0.945375,2.229685,1.116469,1.520804,1.096998,1.834129,0.359237,0.475666,0.665559,1.099903,1.071968,0.954044,0.369867,0.551791,3.161832,2.709511,2.853413,2.154019,0.181378,1.785355,2.448761,0.809509,0.844628,1.150041,0.779093,0.567432,0.419045,0.358939,0.331763,0.282794,973.912399
SE,3.79748,0.733468,1.132041,0.078889,2.803689,2.793428,1.950916,3.879743,7.839526,3.517127,5.787229,2.09519,1.129983,0.954885,0.835528,1.127691,1.249582,1.224058,0.746085,2.125374,1.491316,3.231761,2.501113,2.832266,1.049464,0.724227,1.153212,0.792946,2.730256,4.178454,0.270185,0.493319,0.496796,0.172252,0.225067,0.212265,1845.271453
SE,2.216565,0.719673,0.459912,0,7.876584,9.121845,2.107627,11.461447,14.656082,12.176055,3.802836,4.488648,0.448146,0.647144,1.567369,1.328037,2.601312,1.454519,0.479781,2.84331,3.837158,4.639323,8.331827,12.73256,1.218268,1.790639,9.330714,0.693286,1.154816,0.198236,1.017277,0.547155,0.482166,0.157914,0.161217,0.188428,1083.30714
SE,1.386115,0.690866,0.492567,0.049525,3.859167,2.414892,1.874025,4.666266,7.851153,3.139983,1.404558,2.132292,1.18117,0.505349,0.812206,1.192447,2.174676,0.714793,0.448543,2.460485,2.766152,1.202696,2.232263,2.343922,0.737744,2.221585,3.526993,2.035633,10.152756,5.043117,0.902362,0.562342,0.439552,0.069154,0.060058,0.354922,1232.837045
SE,1.017985,1.13024,0.224872,0.020302,0.338573,0.352621,0.63113,0.377686,0.282568,0.095717,0.133579,0.659952,0,0.142779,0.088961,0.642514,0.492739,0.150424,0.210042,0.169547,1.747011,0.811275,0.548639,0.386316,0.102771,0.24467,0.01494,0,0.000307,0.451463,0.268208,0.569888,0.417587,0.043181,0.060125,0.209704,660.572015
SE,6.875545,0.277335,1.981334,0.097424,5.599774,2.508364,2.268507,7.695953,9.991744,3.753396,5.29957,2.915879,1.735113,0.86033,0.918734,1.022687,1.977825,1.592932,0.696305,3.449942,1.275077,1.20415,1.9466,2.100779,0.54898,1.066689,3.582277,1.150974,4.431449,2.175926,0.468037,0.488976,0.529524,0.150297,0.104235,0.038797,1396.070539
SE,0.835849,2.051724,0.62043,0.07015,1.101712,1.739711,0.985962,0.88481,0.566409,0.999014,0.998636,0.704428,0.000225,0.042316,0.116458,0.643837,1.376581,0.202236,0.224262,0.681339,2.453401,1.508414,1.938493,0.551676,0.024676,0.829129,0.318169,0.068041,0.542597,0.400805,0.550533,0.599168,0.403347,0.180639,0.146855,0.639823,766.000037
SE,1.447429,0.659845,0.799843,0.235764,0.845196,1.331917,1.106817,1.7206,2.059724,1.820188,0.770669,1.517773,0.114722,0.064306,0.372716,0.255241,1.069345,0.502116,0.365454,2.411585,4.167294,3.270513,3.914511,1.053402,0.113754,1.367457,1.065373,0.156613,0.704045,0.970412,0.125009,0.512899,0.488167,0.191691,0.101265,0.672138,849.793025
SE,5.232556,1.57516,0.360077,0.195705,0.549037,0.310156,0.447523,0.43828,1.09201,0.085569,1.526655,0.537636,0.434714,0.473848,0.100014,0.373715,0.517905,0.102169,0.119664,0.596956,0.252145,0.299605,0.113865,0.027314,0,0,1.214074,0.254048,0.726263,0.008116,0.56982,0.467604,0.518397,0.108504,0.071078,0.497109,137.440677
SE,0.327797,0.311441,0.360936,0.021018,1.186234,0.902468,0.64011,1.678107,1.167027,2.283305,0.3627,1.069095,0.152456,0.486382,0.126423,0.534243,1.423359,0.83375,0.044511,1.143715,1.07751,0.86441,0.435571,0.561445,0.08474,0.788098,1.828793,0.02981,3.085034,0.555866,0.402417,0.551326,0.458892,0.032777,0.058933,0.959446,450.528095
SE,2.389047,0.567083,0.75722,0.001548,2.561183,3.697112,1.685158,3.539176,5.488702,3.998136,3.585119,2.368493,0.617401,1.297507,0.897678,1.210542,1.581248,1.061398,0.760295,2.844634,2.215191,1.837153,3.03652,2.433228,0.530794,1.246671,3.896744,1.229217,11.211605,2.662851,0.969502,0.482879,0.483067,0.194862,0.143934,0.202038,2110.23374
SE,1.806838,0.668746,4.136782,0.223897,1.969996,2.142027,1.724196,1.862921,0.955498,1.913798,2.281132,1.712381,0.513235,0.567774,0.559192,1.75513,1.678133,0.754313,0.84704,2.276939,2.751678,2.317826,8.141714,1.494969,0.500378,3.740089,0.736004,2.755137,5.312938,0.507325,0.423419,0.536056,0.46355,0.17243,0.148793,0.276345,1022.05455
SE,2.274281,0.474719,1.158951,0.236359,1.977112,1.713926,0.929053,2.261496,3.425749,1.739925,1.172839,1.752564,0.804594,0.39968,0.647629,0.865058,1.137447,0.945681,0.779307,1.236918,1.73737,1.638342,1.428627,1.060234,0.151126,0.858184,2.696334,0.562505,3.670798,0.206368,0.158325,0.546439,0.489241,0.06642,0.130543,0.243899,779.638778
SE,1.228394,0.457522,0.69671,0.016686,2.508384,2.653635,1.82294,2.447756,2.739943,0.494153,1.479963,2.064901,0.454479,0.41916,0.963694,1.228202,1.4434,0.826987,0.863567,1.159878,1.993603,2.58149,3.534336,1.369061,0.108557,0.791644,2.360318,0.245615,1.625125,0.187548,0.18432,0.550535,0.447972,0.042193,0.071484,0.882073,1001.161194
SE,1.298376,0.879122,0.193436,0.052486,1.014901,1.186637,1.035902,1.613107,1.62127,2.255558,0.45265,1.174236,0.636464,0.44575,0.247484,0.530928,0.865843,0.814114,0.397817,0.972765,0.829336,0.754673,2.243565,1.038894,0.236692,3.012119,1.567864,0.301684,1.79432,0.69107,0.026784,0.522297,0.444282,0.119569,0.120487,0.167327,630.678096
SE,1.825777,1.119227,0.599826,0,1.38771,1.033816,0.986042,1.270239,1.829275,1.295186,0.789311,1.752951,0.358321,0.511805,0.406989,0.90632,1.505283,1.037592,0.284541,0.802563,0.947651,0.691687,0.807229,1.577836,0.067732,0.627922,1.550164,0.162411,5.786667,0.284583,0.144919,0.546609,0.465857,0.145024,0.101217,0.155819,898.647567
SE,2.56912,0.305516,0.238944,0.029483,2.193416,1.729749,1.540898,2.247109,3.103125,3.195135,5.502047,2.189655,1.03528,0.538372,0.532882,0.831751,1.213969,0.62131,0.440446,2.182981,1.843387,1.224739,1.382968,1.36358,0.047089,0.463042,2.007703,0.483865,4.574469,5.903416,0.985168,0.526595,0.446497,0.067077,0.04755,0.527983,1063.865558
SE,3.570282,1.011185,0.3111,0,1.509547,1.43255,1.21091,1.822813,3.052986,1.070202,0.776812,1.568152,0.862208,0.399612,0.376089,0.54529,1.04474,0.874338,0.473545,0.889001,1.432254,0.725218,0.494949,0.765161,0.077327,0.5383,2.125162,0.305327,2.992935,1.578539,0.21466,0.497988,0.470234,0.230812,0.18571,0.134481,949.244439
SE,1.854983,0.667302,0.125977,0.075649,1.909298,1.662699,1.749944,2.036307,2.609578,2.549445,0.998865,2.520535,0.952116,0.567063,0.569986,0.96095,2.259518,0.812415,0.109515,1.180006,1.255332,1.257854,2.376415,0.262591,0.184187,0.381166,0.836312,1.529927,1.808033,0.305697,0.345062,0.511019,0.485578,0.168843,0.114809,0.230729,960.242444
SE,2.104792,0.936068,1.106293,0.188867,2.681837,1.874879,1.743203,2.734388,3.341902,1.794832,1.476027,1.804096,0.274189,0.998447,0.59575,0.793348,0.595973,1.54385,0.432576,0.54128,1.466317,0.922188,1.701308,1.119425,0.147646,0.724939,0.367136,0.421211,0.869012,0.238066,0.026012,0.520454,0.479413,0.258309,0.296088,0.113784,816.34665
SE,1.062898,0.447855,1.17118,0.000611,0.938775,1.407715,1.201525,1.678903,1.752832,1.295307,0.799882,1.777031,0.913653,0.374248,0.518957,1.073193,1.341515,0.652297,0.861366,0.699715,4.005225,3.496904,4.380391,1.525441,0.183803,7.452446,0.44838,0.706532,2.064306,1.303686,0.010399,0.503842,0.492482,0.272236,0.281305,0.111692,1002.203934
SE,1.434539,1.198739,1.02791,0.001725,2.984387,1.912044,1.360241,3.891356,10.774871,4.378215,0.759375,2.887478,1.088754,0.589315,0.6295,1.14582,1.729953,0.745731,0.45624,1.347278,1.748789,1.309229,4.157238,1.441408,0.216952,0.804697,0.893365,0.536522,13.919536,0.110258,0.280918,0.533264,0.463854,0.133324,0.10334,0.780748,715.608335
SE,0.996797,0.119492,0.356822,0.116007,1.274645,1.412869,1.003023,1.709439,1.834254,2.457892,0.901455,1.923676,0.655089,0.411477,0.395833,0.686473,1.189077,0.588031,0.674535,1.597206,1.705951,1.392964,10.357679,1.108335,0.09847,0.672809,0.193603,0.504943,3.545723,0.174325,0.156491,0.522385,0.448869,0.117224,0.125479,0.690315,919
SE,2.825002,0.539036,1.258115,0.077158,4.938087,5.68648,1.801322,9.472987,6.735369,6.447495,6.494989,2.43506,0.987385,0.627112,0.929479,1.540963,1.853092,0.992125,0.681893,2.224306,1.39321,0.910526,4.008191,1.895514,0.603814,1.019907,4.172479,0.154815,3.819564,1.709064,0.588531,0.498135,0.509494,0.086581,0.091636,0.3455,1285.715716
SE,2.159586,0.651578,1.387286,0.011451,2.439133,3.77963,2.973588,7.562718,9.138309,10.122408,7.226752,2.903115,1.72079,0.73386,0.796731,1.296524,1.625589,0.84257,0.712715,1.607107,1.561309,1.105147,5.271763,3.183741,1.236079,0.982216,6.141202,1.6614,2.990727,0.876923,0.316439,0.523805,0.480312,0.254891,0.198317,0.266207,914.863453
SE,2.202475,0.761196,0.794524,0.08402,4.257577,4.231822,2.811647,5.503223,10.333382,4.260603,3.398117,3.491889,1.37182,0.794888,0.823294,1.422685,1.851567,1.251433,1.251345,2.641563,2.237412,1.288497,1.722413,3.613744,0.681743,1.835381,3.987186,0.379477,4.286539,0.975281,0.216188,0.538181,0.455963,0.070329,0.104409,0.326986,1139.122036
SE,1.890077,0.55901,0.479565,0.042478,3.142942,5.056162,2.886034,8.717927,21.223517,5.505592,2.035263,3.59817,1.395209,1.1554,1.279674,1.696884,2.29701,2.063174,0.578747,4.303436,1.449575,2.194103,1.607505,5.001021,0.722077,1.644817,30.218908,1.089166,2.668273,20.196116,4.059797,0.491547,0.51141,0.095197,0.110053,0.254218,732.277495
SE,1.243658,0.767939,1.260006,0.12432,4.907323,3.960144,1.826132,5.423043,4.219128,3.139693,4.094226,2.57304,0.864842,0.624826,0.76294,1.107142,1.760068,1.196883,0.927466,3.192845,6.145166,5.109342,6.151637,3.568006,0.447692,1.489413,1.171331,0.685376,3.009585,1.759093,0.760518,0.528866,0.457943,0.135874,0.082159,0.482555,1072.788541
SE,0.606247,1.21614,0.036,0.129824,2.609784,1.500067,0.905251,0.783314,1.494092,1.307866,1.879363,1.32235,0.128939,0.484696,0.203423,0.683172,0.776228,0.390878,0.12358,2.411784,1.369398,0.729953,1.473096,0.179253,0.057984,0.840817,0.730025,0.375676,1.124508,0.010612,0.118129,0.551311,0.448755,0.054224,0.018492,0.309615,735.459608
SE,2.098068,1.160394,0.710186,0.006502,2.76207,1.4014,1.402589,1.949967,3.500865,1.408698,3.326953,1.765074,1.057993,0.341341,0.325225,1.307079,0.976072,0.627717,0.601552,1.761426,1.101944,2.468291,1.929563,1.375198,0.17229,0.470664,4.198225,1.052298,2.274798,1.446262,0.319516,0.519528,0.491651,0.0419,0.008427,0.45915,997.043581
SE,4.32405,1.181354,0.387606,0.11834,1.205479,2.089672,1.572912,3.802425,4.9104,4.303067,1.327078,2.563927,1.283054,0.739583,0.939462,0.999493,1.384389,0.951801,0.57296,1.04998,1.859287,1.129936,2.022707,2.055659,0.49445,0.781575,3.298991,1.17036,1.570704,0.531948,0.885411,0.505917,0.493237,0.117402,0.110209,0.209669,741.182441
SE,1.271585,0.831225,1.355649,0.095491,1.71946,1.836985,1.416051,1.340633,1.432633,1.258941,1.565348,1.332028,0.216561,0.186438,0.362159,1.16141,1.477693,0.572052,0.610879,1.175279,1.585947,1.212186,1.477158,0.813381,0.029964,0.275099,0.475231,0.524351,0.402273,0.494084,0.705942,0.557233,0.437637,0.135148,0.077623,0.209955,1289.184325
SE,1.545567,0.707677,1.273062,0.034843,1.870292,2.886758,2.374625,5.267676,5.844291,3.583727,4.008282,2.261705,0.820325,0.49276,0.762274,0.997384,2.063032,1.080413,0.710244,3.30778,3.409947,3.033248,3.580736,3.164966,0.362135,1.669632,2.988713,0.548883,3.749976,1.171105,0.48855,0.540549,0.476969,0.195541,0.170338,0.085539,1717.696969
SE,0.683376,1.036521,1.006251,0.025226,2.814018,2.229086,1.298212,3.42439,1.62158,1.749638,2.645803,1.276288,0.668834,0.343204,0.57322,0.965153,2.005844,0.901282,0.455994,1.545463,3.173997,1.569231,2.397558,0.945694,0.36518,1.123565,2.747537,0.166833,3.426814,0.519446,0.41714,0.612913,0.38833,0.077755,0.068004,0.063523,1121.6688
SE,2.289716,0.891163,1.309224,0.19341,2.759438,1.845065,1.817397,2.784586,3.3726,1.743356,0.827456,2.2382,0.09292,1.027291,0.601364,0.844609,0.441651,1.549115,0.743694,0.519079,1.441296,0.986725,1.592068,1.099206,0.132999,0.820016,0.303121,0.422459,0.527254,0.238409,0,0.513008,0.4883,0.255539,0.307213,0.065206,816.318889
SE,0.809037,0.84188,0.266449,0,1.359987,0.948143,0.668473,1.573989,1.215158,0.990316,0.147569,1.067895,0.54247,0.251722,0.511396,0.697161,1.011647,0.444017,0.385483,0.738223,0.585001,0.77655,2.39673,0.964441,0.089641,0.293908,0.47646,0.438187,9.749816,0.146899,0.207669,0.548827,0.470984,0.061672,0.038057,0.268454,536.325279
SE,1.457164,0.677713,0.437417,0.076091,3.677198,2.300049,1.800848,4.626716,7.770163,2.954303,1.338603,2.214023,1.212095,0.696371,0.807649,1.274127,1.105215,0.701558,0.414014,2.576748,3.151752,1.4078,2.596867,2.530624,0.814891,2.301943,3.193664,1.525014,10.352944,7.422502,0.868673,0.562535,0.441084,0.088168,0.063956,0.347102,1233.165306
SE,1.840957,0.919121,0.192998,0.180478,2.418107,1.232655,1.088287,2.0179,1.610203,1.790294,1.268704,1.225055,1.009052,0.209978,0.358948,0.936498,0.93711,0.617359,0.403841,0.526454,1.058787,0.932332,1.843794,1.622314,1.350807,0.693327,2.194193,0.608987,1.047897,0.177071,0.061545,0.535756,0.456975,0.120758,0.10129,0.395507,803.080539
SE,0.894757,0.816693,0.146871,0.309298,1.242773,1.041413,0.633712,1.500573,1.711601,0.342991,0.042332,1.307324,0.27285,0.413973,0.579393,0.731893,0.865735,0.792475,0.492492,0.76835,0.647456,1.387668,1.045305,1.15588,0.08407,0.153912,2.243252,0.588149,0.716143,0.354838,0.071582,0.561524,0.451253,0.126477,0.11312,0.21325,779.486747
SE,0.450822,0.693046,0.031241,0.124345,0.768711,1.105889,0.528865,0.635414,0.279232,0.114552,0.25827,0.425597,0.196077,0.10159,0.128855,0.532097,0.383777,0.475731,0.145395,0.516689,1.179618,0.647358,2.045527,0.27085,0.466775,0.571163,0.869845,0.034718,0.543195,0.175357,0.151691,0.574506,0.411951,0.047029,0.058829,0.204703,861.144836
SE,1.161516,0.680959,0.262003,0,0.614041,0.743986,0.623385,0.546821,0.756328,0.679127,0.087295,0.562155,0.529335,0.017168,0.011063,0.770321,0.508425,0.784916,0.200436,0.778156,0.668918,0.830623,1.027704,0.328105,0.049764,0.164527,1.903869,0.003506,0.109491,0.046363,0.191926,0.555919,0.444524,0.057768,0.067701,0.33069,651.172858
SE,1.635006,1.097355,0.178855,0,1.664673,1.922031,1.789616,2.902671,2.188555,2.835463,0.10771,1.679756,0.643163,0.352635,0.911158,0.920343,1.438955,0.705407,0.337947,1.340517,1.05089,0.929899,1.443761,1.239216,0.023547,0.36597,3.972047,0.605507,1.505203,0.002637,0.708514,0.518443,0.471798,0.123534,0.123929,0.624135,686.461572
SE,3.061625,0.42856,1.031201,0.00312,1.690315,1.844262,1.438832,1.974124,2.367856,4.610118,1.05872,2.257559,1.217493,0.803611,0.418266,1.187864,2.46345,0.800899,0.498671,2.65692,0.950386,0.92547,1.774022,1.165687,0.297942,0.194523,5.787987,1.844308,3.186396,1.123657,0.49441,0.483018,0.502906,0.12601,0.080305,0.18159,928.95152
SE,0,0.785495,0.085613,0.233317,0.017128,0.009822,0.066872,0.170735,0.122247,0.023935,0,0.188761,0.103934,0.114859,0.249923,0.254088,0.767373,0.000584,0.000052,0.658982,0.47286,1.36402,1.209879,0.034569,0.021196,0.070185,0.205547,0.286346,1.222326,0,0.787014,0.520319,0.50254,0.037943,0.043856,0.24023,738
SE,2.477659,0.827688,0.652183,0.029399,0.899837,0.971252,0.963352,1.740333,4.101459,1.157982,0.74033,1.955003,1.425709,0.514369,0.212917,1.244165,1.330872,0.91541,0.245137,1.103005,1.011616,0.827021,2.897182,1.049546,0.321755,0.667317,0.414921,0.953432,3.810967,0.467189,0.294803,0.495251,0.49415,0.071827,0.073173,0.2499,824.006903
SE,0.980428,1.278663,0.684483,0.187998,2.586243,2.635828,1.963477,2.046002,1.099221,1.949551,2.278047,1.920417,0.722698,0.425131,0.814229,1.935059,1.584812,0.662689,0.884116,2.335674,2.861335,2.46517,12.31152,1.727968,0.461311,4.322009,0.669599,2.832893,5.22566,0.339719,0.352515,0.538753,0.445456,0.147231,0.145669,0.398614,1020.492821
SE,0.765718,1.110453,1.003532,0.072069,2.3991,2.443026,1.375198,2.00684,0.9514,1.322963,2.323858,1.316784,0.539577,0.226123,0.55199,1.056477,1.941835,0.803077,0.43349,1.57591,3.775146,2.681737,4.64164,1.077221,0.26277,1.507913,1.887293,0.208153,0.956688,0.085342,0.542898,0.614402,0.385598,0.064331,0.073124,0.39276,1119.940882
SE,2.292643,0.395673,0.883894,0.008706,2.932899,2.283799,1.465498,3.168193,5.717863,2.810013,3.383407,1.503079,0.574741,0.503662,0.53899,0.97039,2.523696,0.371442,0.372507,3.427236,1.324166,0.73085,1.617182,2.118293,0.098613,1.502848,2.554746,0.5284,3.070388,0.319379,0.633255,0.533708,0.472329,0.136326,0.146408,0.312289,1392.374895
